时间,设备编号,顶板离层速率,锚杆轴力增量,锚索轴力增量,支架阻力,涌水量,微震能量,距水体/岩溶体距离,数据质量,风险等级
2025/11/14 15:46,监测1,0,0,0,0.54,17.36,83.32,-74.67,正常,一般风险
2025/11/14 15:44,监测1,2.6,4.33,4.5,0.67,31.68,404.5,-74.68,正常,较大风险
2025/11/14 15:41,监测1,0,0,0,0.56,19.68,89.7,-74.69,正常,一般风险
2025/11/14 15:39,监测1,0,0,0,0.56,18.18,112.92,-74.71,正常,一般风险
2025/11/14 15:37,监测1,0,0,0,0.54,13.57,77.82,-74.72,正常,一般风险
2025/11/14 15:34,监测1,0,0,0,0.56,12.88,129.13,-74.73,正常,一般风险
2025/11/14 15:32,监测1,0,0,0,0.54,15.86,134.42,-74.74,正常,一般风险
2025/11/14 15:30,监测1,2.76,4.6,4.78,0.67,35.15,403.66,-74.76,正常,较大风险
2025/11/14 15:28,监测1,0,0,0,0.55,13.55,117.85,-74.77,正常,一般风险
2025/11/14 15:24,监测1,0,0,0,0.57,15.42,92.57,-74.78,正常,一般风险
2025/11/14 15:22,监测1,0,0,0,0.57,14.07,130.26,-74.79,正常,一般风险
2025/11/14 15:20,监测1,0,0,0,0.58,18.08,110.63,-74.81,正常,一般风险
2025/11/14 15:17,监测1,0,0,0,0.58,19,109.01,-74.82,正常,一般风险
2025/11/14 15:15,监测1,0,0,0,0.56,12.54,89.57,-74.83,正常,一般风险
2025/11/14 15:13,监测1,0,0,0,0.56,15.63,108.24,-74.84,正常,一般风险
2025/11/14 15:11,监测1,2.81,4.68,4.87,0.68,35.63,370.47,-74.86,正常,较大风险
2025/11/14 15:08,监测1,2.6,4.33,4.51,0.67,37.37,345.15,-74.87,正常,较大风险
2025/11/14 15:06,监测1,0,0,0,0.55,16.31,123.64,-74.88,正常,一般风险
2025/11/14 15:04,监测1,2.75,4.58,4.77,0.69,35.17,372,-74.89,正常,较大风险
2025/11/14 15:02,监测1,2.62,4.37,4.54,0.67,36.15,362.96,-74.91,正常,较大风险
2025/11/14 14:59,监测1,0,0,0,0.54,14.91,119.7,-74.92,正常,一般风险
2025/11/14 14:57,监测1,0,0,0,0.56,17.56,97.97,-74.93,正常,一般风险
2025/11/14 14:55,监测1,0,0,0,0.57,14.28,82.8,-74.94,正常,一般风险
2025/11/14 14:52,监测1,0,0,0,0.57,19.25,90.26,-74.96,正常,一般风险
2025/11/14 14:50,监测1,2.66,4.43,4.61,0.65,37.65,350.75,-74.97,正常,较大风险
2025/11/14 14:48,监测1,2.65,4.42,4.59,0.66,35.34,345.55,-74.98,正常,较大风险
2025/11/14 14:46,监测1,0,0,0,0.54,14.07,109.77,-74.99,正常,一般风险
2025/11/14 14:43,监测1,2.61,4.35,4.52,0.66,36.26,376.02,-75.01,正常,较大风险
2025/11/14 14:41,监测1,0,0,0,0.57,16.52,101.81,-75.02,正常,一般风险
2025/11/14 14:38,监测1,0,0,0,0.56,18.45,103.91,-75.03,正常,一般风险
2025/11/14 14:35,监测1,0,0,0,0.55,18.41,131.04,-75.05,正常,一般风险
2025/11/14 14:33,监测1,2.7,4.5,4.67,0.66,35.07,370.98,-75.06,正常,较大风险
2025/11/14 14:31,监测1,0,0,0,0.56,19.46,89.58,-75.07,正常,一般风险
2025/11/14 14:29,监测1,2.55,4.25,4.41,0.67,36.54,364.2,-75.08,正常,较大风险
2025/11/14 14:26,监测1,0,0,0,0.57,14.58,87.27,-75.1,正常,一般风险
2025/11/14 14:24,监测1,2.6,4.33,4.49,0.67,33.62,350.91,-75.11,正常,较大风险
2025/11/14 14:22,监测1,2.81,4.68,4.86,0.68,37.64,358.34,-75.12,正常,较大风险
2025/11/14 14:20,监测1,0,0,0,0.57,15.24,92.89,-75.13,正常,一般风险
2025/11/14 14:17,监测1,0,0,0,0.55,17.96,83.86,-75.15,正常,一般风险
2025/11/14 14:15,监测1,0,0,0,0.55,19.67,132.58,-75.16,正常,一般风险
2025/11/14 14:13,监测1,2.71,4.52,4.68,0.67,34.91,369.97,-75.17,正常,较大风险
2025/11/14 14:10,监测1,0,0,0,0.57,19.29,95.25,-75.18,正常,一般风险
2025/11/14 14:08,监测1,0,0,0,0.55,15.21,86.63,-75.2,正常,一般风险
2025/11/14 14:06,监测1,2.76,4.6,4.76,0.66,34.06,370.11,-75.21,正常,较大风险
2025/11/14 14:04,监测1,0,0,0,0.56,16.69,112.22,-75.22,正常,一般风险
2025/11/14 14:01,监测1,0,0,0,0.57,17.39,112.63,-75.23,正常,一般风险
2025/11/14 13:59,监测1,0,0,0,0.55,17,92.94,-75.25,正常,一般风险
2025/11/14 13:57,监测1,0,0,0,0.54,12.76,122.6,-75.26,正常,一般风险
2025/11/14 13:55,监测1,0,0,0,0.55,14.7,91.62,-75.27,正常,一般风险
2025/11/14 13:51,监测1,0,0,0,0.56,18.09,98.69,-75.28,正常,一般风险
2025/11/14 13:49,监测1,2.72,4.53,4.68,0.66,32.63,399.47,-75.3,正常,较大风险
2025/11/14 13:47,监测1,0,0,0,0.54,14.24,111.18,-75.31,正常,一般风险
2025/11/14 13:44,监测1,0,0,0,0.58,15.47,81.41,-75.32,正常,一般风险
2025/11/14 13:42,监测1,0,0,0,0.57,14.86,92.77,-75.33,正常,一般风险
2025/11/14 13:40,监测1,0,0,0,0.57,12.71,111,-75.35,正常,一般风险
2025/11/14 13:37,监测1,0,0,0,0.57,15.96,84.49,-75.36,正常,一般风险
2025/11/14 13:35,监测1,2.74,4.57,4.7,0.67,36.7,347.24,-75.37,正常,较大风险
2025/11/14 13:33,监测1,2.61,4.35,4.48,0.66,32.63,415.42,-75.38,正常,较大风险
2025/11/14 13:31,监测1,2.73,4.55,4.68,0.68,36.86,357.63,-75.4,正常,较大风险
2025/11/14 13:28,监测1,0,0,0,0.56,12.93,84.25,-75.41,正常,一般风险
2025/11/14 13:26,监测1,0,0,0,0.56,16.3,87.17,-75.42,正常,一般风险
2025/11/14 13:24,监测1,0,0,0,0.55,12.77,80.47,-75.43,正常,一般风险
2025/11/14 13:22,监测1,2.59,4.32,4.43,0.67,33.59,394.12,-75.45,正常,较大风险
2025/11/14 13:19,监测1,0,0,0,0.56,17.38,77.79,-75.46,正常,一般风险
2025/11/14 13:17,监测1,0,0,0,0.58,16.21,119.42,-75.47,正常,一般风险
2025/11/14 13:15,监测1,0,0,0,0.54,13.24,102.23,-75.48,正常,一般风险
2025/11/14 13:12,监测1,2.58,4.3,4.4,0.68,31.45,383.01,-75.5,正常,较大风险
2025/11/14 13:10,监测1,0,0,0,0.57,16.89,131.96,-75.51,正常,一般风险
2025/11/14 13:07,监测1,0,0,0,0.57,17.37,121.86,-75.52,正常,一般风险
2025/11/14 13:05,监测1,0,0,0,0.55,14.18,86.82,-75.53,正常,一般风险
2025/11/14 13:02,监测1,0,0,0,0.57,16.73,84.68,-75.55,正常,一般风险
2025/11/14 13:00,监测1,0,0,0,0.58,13.16,130.04,-75.56,正常,一般风险
2025/11/14 12:58,监测1,0,0,0,0.56,17.09,103.07,-75.57,正常,一般风险
2025/11/14 12:55,监测1,2.82,4.7,4.8,0.66,37.34,427.32,-75.58,正常,较大风险
2025/11/14 12:53,监测1,2.81,4.68,4.78,0.68,38.64,419.43,-75.6,正常,较大风险
2025/11/14 12:51,监测1,0,0,0,0.57,18.96,132.74,-75.61,正常,一般风险
2025/11/14 12:49,监测1,0,0,0,0.57,18.4,98.65,-75.62,正常,一般风险
2025/11/14 12:46,监测1,0,0,0,0.56,15.82,97.94,-75.63,正常,一般风险
2025/11/14 12:44,监测1,2.74,4.57,4.65,0.69,37.03,361.38,-75.65,正常,较大风险
2025/11/14 12:42,监测1,2.72,4.53,4.61,0.66,36.6,395.28,-75.66,正常,较大风险
2025/11/14 12:40,监测1,0,0,0,0.58,17.36,109.06,-75.67,正常,一般风险
2025/11/14 12:37,监测1,2.76,4.6,4.67,0.67,34.95,426.02,-75.68,正常,较大风险
2025/11/14 12:35,监测1,0,0,0,0.58,15.88,78.7,-75.7,正常,一般风险
2025/11/14 12:33,监测1,0,0,0,0.54,17.11,84.52,-75.71,正常,一般风险
2025/11/14 12:30,监测1,2.73,4.55,4.61,0.66,36.08,366.97,-75.72,正常,较大风险
2025/11/14 12:28,监测1,0,0,0,0.55,12.99,85.49,-75.73,正常,一般风险
2025/11/14 12:26,监测1,2.74,4.57,4.62,0.66,36.02,402.65,-75.75,正常,较大风险
2025/11/14 12:24,监测1,2.67,4.45,4.5,0.69,35.44,418.93,-75.76,正常,较大风险
2025/11/14 12:20,监测1,0,0,0,0.57,19.8,79.28,-75.77,正常,一般风险
2025/11/14 12:18,监测1,0,0,0,0.55,17.57,103.26,-75.78,正常,一般风险
2025/11/14 12:16,监测1,2.8,4.67,4.71,0.67,36.45,365.49,-75.8,正常,较大风险
2025/11/14 12:13,监测1,0,0,0,0.57,14.32,85.47,-75.81,正常,一般风险
2025/11/14 12:11,监测1,0,0,0,0.54,12.92,93.48,-75.82,正常,一般风险
2025/11/14 12:09,监测1,0,0,0,0.56,18.97,103.7,-75.83,正常,一般风险
2025/11/14 12:07,监测1,0,0,0,0.58,15.02,93.94,-75.85,正常,一般风险
2025/11/14 12:04,监测1,0,0,0,0.57,14.03,125.14,-75.86,正常,一般风险
2025/11/14 12:02,监测1,2.78,4.63,4.66,0.67,34.03,402.8,-75.87,正常,较大风险
2025/11/14 12:00,监测1,0,0,0,0.55,15.82,123.68,-75.88,正常,一般风险
2025/11/14 11:57,监测1,0,0,0,0.55,17.62,108.52,-75.9,正常,一般风险
2025/11/14 11:55,监测1,0,0,0,0.56,17.59,107.17,-75.91,正常,一般风险
2025/11/14 11:53,监测1,0,0,0,0.57,13.06,105.02,-75.92,正常,一般风险
2025/11/14 11:51,监测1,0,0,0,0.56,15.88,90.63,-75.93,正常,一般风险
2025/11/14 11:48,监测1,0,0,0,0.57,14.69,115.82,-75.95,正常,一般风险
2025/11/14 11:46,监测1,2.8,4.67,4.67,0.69,34.49,406.33,-75.96,正常,较大风险
2025/11/14 11:44,监测1,0,0,0,0.54,19.55,133.69,-75.97,正常,一般风险
2025/11/14 11:42,监测1,0,0,0,0.55,17.12,128.05,-75.98,正常,一般风险
2025/11/14 11:39,监测1,0,0,0,0.58,17.47,125.37,-76,正常,一般风险
2025/11/14 11:37,监测1,2.64,4.4,4.39,0.65,32.38,406.71,-76.01,正常,较大风险
2025/11/14 11:34,监测1,2.67,4.45,4.44,0.66,37.78,350.33,-76.02,正常,较大风险
2025/11/14 11:31,监测1,0,0,0,0.54,19.49,108.59,-76.03,正常,一般风险
2025/11/14 11:29,监测1,0,0,0,0.56,13.37,131.29,-76.05,正常,一般风险
2025/11/14 11:27,监测1,0,0,0,0.57,12.51,110.36,-76.06,正常,一般风险
2025/11/14 11:25,监测1,0,0,0,0.57,18.03,110.1,-76.07,正常,一般风险
2025/11/14 11:22,监测1,2.71,4.52,4.49,0.67,33.9,352.57,-76.08,正常,较大风险
2025/11/14 11:20,监测1,0,0,0,0.57,15.54,111.54,-76.1,正常,一般风险
2025/11/14 11:18,监测1,0,0,0,0.57,14.29,81.35,-76.11,正常,一般风险
2025/11/14 11:15,监测1,2.79,4.65,4.61,0.68,34.18,429.19,-76.12,正常,较大风险
2025/11/14 11:13,监测1,0,0,0,0.55,16.22,94.04,-76.13,正常,一般风险
2025/11/14 11:11,监测1,2.75,4.58,4.54,0.68,38.07,376.98,-76.15,正常,较大风险
2025/11/14 11:09,监测1,0,0,0,0.56,16.75,127,-76.16,正常,一般风险
2025/11/14 11:06,监测1,0,0,0,0.55,18.96,110.31,-76.17,正常,一般风险
2025/11/14 11:04,监测1,0,0,0,0.57,13.96,119.16,-76.18,正常,一般风险
2025/11/14 11:02,监测1,0,0,0,0.55,14.4,98.53,-76.2,正常,一般风险
2025/11/14 11:00,监测1,0,0,0,0.56,18.26,114.47,-76.21,正常,一般风险
2025/11/14 10:57,监测1,0,0,0,0.57,12.43,130.65,-76.22,正常,一般风险
2025/11/14 10:55,监测1,2.59,4.32,4.26,0.67,35.73,373.68,-76.23,正常,较大风险
2025/11/14 10:53,监测1,0,0,0,0.56,17.12,116.12,-76.25,正常,一般风险
2025/11/14 10:50,监测1,0,0,0,0.56,17.81,80.24,-76.26,正常,一般风险
2025/11/14 10:47,监测1,0,0,0,0.55,14.75,118.35,-76.27,正常,一般风险
2025/11/14 10:45,监测1,0,0,0,0.55,14.32,124.23,-76.28,正常,一般风险
2025/11/14 10:42,监测1,0,0,0,0.58,19.78,110.67,-76.3,正常,一般风险
2025/11/14 10:40,监测1,0,0,0,0.56,17.99,81.58,-76.31,正常,一般风险
2025/11/14 10:38,监测1,2.72,4.53,4.45,0.68,33.13,367.45,-76.32,正常,较大风险
2025/11/14 10:36,监测1,0,0,0,0.57,13.95,105.07,-76.33,正常,一般风险
2025/11/14 10:33,监测1,2.79,4.65,4.56,0.67,35.88,358.41,-76.35,正常,较大风险
2025/11/14 10:31,监测1,0,0,0,0.55,17.56,115.55,-76.36,正常,一般风险
2025/11/14 10:29,监测1,0,0,0,0.58,12.84,78.67,-76.37,正常,一般风险
2025/11/14 10:27,监测1,0,0,0,0.56,16.55,125.61,-76.38,正常,一般风险
2025/11/14 10:24,监测1,0,0,0,0.56,13.12,126.67,-76.4,正常,一般风险
2025/11/14 10:22,监测1,2.57,4.28,4.19,0.67,31.84,389.32,-76.41,正常,较大风险
2025/11/14 10:20,监测1,0,0,0,0.56,14.91,127.78,-76.42,正常,一般风险
2025/11/14 10:17,监测1,0,0,0,0.57,15.65,123.54,-76.43,正常,一般风险
2025/11/14 10:15,监测1,0,0,0,0.56,13.82,86.48,-76.45,正常,一般风险
2025/11/14 10:13,监测1,2.72,4.53,4.42,0.66,33.8,398.23,-76.46,正常,较大风险
2025/11/14 10:11,监测1,2.79,4.65,4.53,0.67,38.58,391.28,-76.47,正常,较大风险
2025/11/14 10:08,监测1,0,0,0,0.56,16.3,107.8,-76.48,正常,一般风险
2025/11/14 10:06,监测1,0,0,0,0.58,18.86,102.81,-76.5,正常,一般风险
2025/11/14 10:04,监测1,2.78,4.63,4.51,0.66,34.87,404.46,-76.51,正常,较大风险
2025/11/14 10:00,监测1,0,0,0,0.58,15.5,119.96,-76.52,正常,一般风险
2025/11/14 9:58,监测1,0,0,0,0.54,13.29,77.8,-76.53,正常,一般风险
2025/11/14 9:56,监测1,0,0,0,0.56,15.95,78.68,-76.55,正常,一般风险
2025/11/14 9:54,监测1,0,0,0,0.57,13.7,119.95,-76.56,正常,一般风险
2025/11/14 9:51,监测1,2.66,4.43,4.31,0.68,35.68,406.52,-76.57,正常,较大风险
2025/11/14 9:49,监测1,0,0,0,0.55,19,86.14,-76.58,正常,一般风险
2025/11/14 9:47,监测1,2.82,4.7,4.56,0.67,34.2,384.87,-76.6,正常,较大风险
2025/11/14 9:45,监测1,2.62,4.37,4.23,0.67,32.23,378.19,-76.61,正常,较大风险
2025/11/14 9:42,监测1,0,0,0,0.55,18.83,93.48,-76.62,正常,一般风险
2025/11/14 9:40,监测1,0,0,0,0.56,19.23,122.82,-76.63,正常,一般风险
2025/11/14 9:38,监测1,0,0,0,0.58,14.55,90.49,-76.65,正常,一般风险
2025/11/14 9:35,监测1,0,0,0,0.55,19.55,101.18,-76.66,正常,一般风险
2025/11/14 9:33,监测1,0,0,0,0.58,12.89,97.36,-76.67,正常,一般风险
2025/11/14 9:31,监测1,2.6,4.33,4.19,0.65,33.63,373.76,-76.68,正常,较大风险
2025/11/14 9:29,监测1,0,0,0,0.55,17.39,112.16,-76.7,正常,一般风险
2025/11/14 9:26,监测1,2.61,4.35,4.2,0.68,33.4,401.09,-76.71,正常,较大风险
2025/11/14 9:24,监测1,0,0,0,0.55,14.25,132.91,-76.72,正常,一般风险
2025/11/14 9:22,监测1,0,0,0,0.57,17.8,116.17,-76.73,正常,一般风险
2025/11/14 9:20,监测1,0,0,0,0.57,17.96,98.62,-76.75,正常,一般风险
2025/11/14 9:17,监测1,0,0,0,0.55,17.23,88.9,-76.76,正常,一般风险
2025/11/14 9:14,监测1,0,0,0,0.55,12.6,113.41,-76.77,正常,一般风险
2025/11/14 9:12,监测1,0,0,0,0.58,15.44,108.5,-76.78,正常,一般风险
2025/11/14 9:09,监测1,0,0,0,0.58,19.59,124.6,-76.8,正常,一般风险
2025/11/14 9:07,监测1,0,0,0,0.56,13.18,86.8,-76.81,正常,一般风险
2025/11/14 9:05,监测1,0,0,0,0.57,13.77,133.31,-76.82,正常,一般风险
2025/11/14 9:02,监测1,0,0,0,0.57,15.16,134.53,-76.83,正常,一般风险
2025/11/14 9:00,监测1,0,0,0,0.54,16.91,79.04,-76.85,正常,一般风险
2025/11/14 8:58,监测1,2.61,4.35,4.19,0.66,32.35,400.59,-76.86,正常,较大风险
2025/11/14 8:56,监测1,0,0,0,0.56,15.87,77.51,-76.87,正常,一般风险
2025/11/14 8:53,监测1,2.6,4.33,4.17,0.66,33.41,405.34,-76.88,正常,较大风险
2025/11/14 8:51,监测1,2.59,4.32,4.15,0.66,36.95,372.99,-76.9,正常,较大风险
2025/11/14 8:49,监测1,0,0,0,0.57,13.8,78.24,-76.91,正常,一般风险
2025/11/14 8:47,监测1,0,0,0,0.55,13.11,100.23,-76.92,正常,一般风险
2025/11/14 8:44,监测1,0,0,0,0.55,15.31,118.89,-76.93,正常,一般风险
2025/11/14 8:42,监测1,0,0,0,0.58,12.98,118.2,-76.95,正常,一般风险
2025/11/14 8:40,监测1,0,0,0,0.58,15.91,93.18,-76.96,正常,一般风险
2025/11/14 8:38,监测1,0,0,0,0.55,12.51,90.41,-76.97,正常,一般风险
2025/11/14 8:35,监测1,0,0,0,0.55,13.42,108.08,-76.98,正常,一般风险
2025/11/14 8:33,监测1,2.66,4.43,4.26,0.67,34.54,383.33,-77,正常,较大风险
2025/11/14 8:30,监测1,2.65,4.42,4.24,0.67,36.16,413.91,-77.01,正常,较大风险
2025/11/14 8:27,监测1,0,0,0,0.57,18.77,94.49,-77.02,正常,一般风险
2025/11/14 8:25,监测1,0,0,0,0.54,15.08,86.43,-77.03,正常,一般风险
2025/11/14 8:23,监测1,2.72,4.53,4.35,0.68,32.6,363.38,-77.05,正常,较大风险
2025/11/14 8:21,监测1,2.6,4.33,4.16,0.66,32.76,387.42,-77.06,正常,较大风险
2025/11/14 8:18,监测1,0,0,0,0.58,17.87,81.77,-77.07,正常,一般风险
2025/11/14 8:16,监测1,0,0,0,0.56,14.62,89.67,-77.08,正常,一般风险
2025/11/14 8:14,监测1,2.72,4.53,4.35,0.66,33.04,377.82,-77.1,正常,较大风险
2025/11/14 8:11,监测1,0,0,0,0.57,17.51,106.45,-77.11,正常,一般风险
2025/11/14 8:09,监测1,2.76,4.6,4.42,0.68,37.87,365.76,-77.12,正常,较大风险
2025/11/14 8:07,监测1,0,0,0,0.56,12.81,114.49,-77.13,正常,一般风险
2025/11/14 8:05,监测1,0,0,0,0.58,17.52,86.98,-77.15,正常,一般风险
2025/11/14 8:02,监测1,10.44,21.75,20.88,0.96,110.09,1349.99,-77.16,正常,重大风险
2025/11/14 8:00,监测1,0,0,0,0.56,15.95,123.49,-77.17,正常,一般风险
2025/11/14 7:58,监测1,0,0,0,0.57,16.77,87.89,-77.18,正常,一般风险
2025/11/14 7:56,监测1,2.76,4.6,4.42,0.68,38.6,354.91,-77.2,正常,较大风险
2025/11/14 7:53,监测1,0,0,0,0.56,13.42,123.81,-77.21,正常,一般风险
2025/11/14 7:51,监测1,0,0,0,0.58,13.36,93.36,-77.22,正常,一般风险
2025/11/14 7:49,监测1,2.85,4.75,4.56,0.68,38.47,425.28,-77.23,正常,较大风险
2025/11/14 7:46,监测1,2.73,4.55,4.37,0.67,34.53,367.6,-77.25,正常,较大风险
2025/11/14 7:43,监测1,0,0,0,0.58,17.07,102.97,-77.26,正常,一般风险
2025/11/14 7:41,监测1,0,0,0,0.55,13.56,88.84,-77.27,正常,一般风险
2025/11/14 7:38,监测1,2.59,4.32,4.15,0.65,32.6,389.59,-77.28,正常,较大风险
2025/11/14 7:36,监测1,0,0,0,0.57,14.75,89.51,-77.3,正常,一般风险
2025/11/14 7:34,监测1,0,0,0,0.55,16.11,120.85,-77.31,正常,一般风险
2025/11/14 7:32,监测1,0,0,0,0.55,16.27,110.99,-77.32,正常,一般风险
2025/11/14 7:29,监测1,2.75,4.58,4.41,0.67,34.4,380.8,-77.33,正常,较大风险
2025/11/14 7:27,监测1,0,0,0,0.55,17.51,81.11,-77.35,正常,一般风险
2025/11/14 7:25,监测1,0,0,0,0.54,18.46,125.77,-77.36,正常,一般风险
2025/11/14 7:23,监测1,2.77,4.62,4.44,0.69,38.21,411.9,-77.37,正常,较大风险
2025/11/14 7:20,监测1,0,0,0,0.57,19.49,79.24,-77.38,正常,一般风险
2025/11/14 7:18,监测1,0,0,0,0.56,19.05,121.63,-77.4,正常,一般风险
2025/11/14 7:16,监测1,0,0,0,0.54,14.94,95.18,-77.41,正常,一般风险
2025/11/14 7:13,监测1,0,0,0,0.54,15.13,99.1,-77.42,正常,一般风险
2025/11/14 7:11,监测1,2.63,4.38,4.22,0.68,32.46,339.55,-77.43,正常,较大风险
2025/11/14 7:09,监测1,0,0,0,0.54,14.55,132.27,-77.45,正常,一般风险
2025/11/14 7:07,监测1,0,0,0,0.56,16.44,91.76,-77.46,正常,一般风险
2025/11/14 7:04,监测1,0,0,0,0.58,14.57,101.14,-77.47,正常,一般风险
2025/11/14 7:02,监测1,2.65,4.42,4.26,0.68,37.09,407.16,-77.48,正常,较大风险
2025/11/14 7:00,监测1,0,0,0,0.57,14.65,127.72,-77.5,正常,一般风险
2025/11/14 6:56,监测1,2.64,4.4,4.25,0.66,34.89,339.57,-77.51,正常,较大风险
2025/11/14 6:54,监测1,0,0,0,0.58,18.14,106.35,-77.52,正常,一般风险
2025/11/14 6:52,监测1,0,0,0,0.56,18.89,81.14,-77.53,正常,一般风险
2025/11/14 6:50,监测1,0,0,0,0.54,14.68,92.4,-77.55,正常,一般风险
2025/11/14 6:47,监测1,0,0,0,0.56,14.28,76.97,-77.56,正常,一般风险
2025/11/14 6:45,监测1,2.78,4.63,4.48,0.69,35.89,384.18,-77.57,正常,较大风险
2025/11/14 6:43,监测1,2.73,4.55,4.4,0.69,37.03,413.75,-77.58,正常,较大风险
2025/11/14 6:40,监测1,0,0,0,0.57,15.22,105.9,-77.6,正常,一般风险
2025/11/14 6:38,监测1,2.64,4.4,4.26,0.65,34.55,388.75,-77.61,正常,较大风险
2025/11/14 6:36,监测1,0,0,0,0.56,13.14,132.41,-77.62,正常,一般风险
2025/11/14 6:34,监测1,0,0,0,0.57,19.87,115.57,-77.63,正常,一般风险
2025/11/14 6:31,监测1,2.73,4.55,4.41,0.66,37.88,406.02,-77.65,正常,较大风险
2025/11/14 6:29,监测1,0,0,0,0.58,14.11,102.11,-77.66,正常,一般风险
2025/11/14 6:27,监测1,0,0,0,0.58,17.54,78.38,-77.67,正常,一般风险
2025/11/14 6:25,监测1,0,0,0,0.57,16.55,99.11,-77.68,正常,一般风险
2025/11/14 6:22,监测1,0,0,0,0.56,16.51,105.87,-77.7,正常,一般风险
2025/11/14 6:20,监测1,0,0,0,0.58,19.66,81.38,-77.71,正常,一般风险
2025/11/14 6:18,监测1,0,0,0,0.57,18.95,111.47,-77.72,正常,一般风险
2025/11/14 6:15,监测1,2.81,4.68,4.56,0.68,34.56,375.52,-77.73,正常,较大风险
2025/11/14 6:13,监测1,0,0,0,0.58,13.75,94.02,-77.75,正常,一般风险
2025/11/14 6:10,监测1,0,0,0,0.57,16.66,76.24,-77.76,正常,一般风险
2025/11/14 6:08,监测1,0,0,0,0.54,15.94,117.4,-77.77,正常,一般风险
2025/11/14 6:05,监测1,2.74,4.57,4.45,0.66,33.31,406.01,-77.78,正常,较大风险
2025/11/14 6:03,监测1,0,0,0,0.58,13.57,107.49,-77.8,正常,一般风险
2025/11/14 6:01,监测1,0,0,0,0.55,14.5,96.14,-77.81,正常,一般风险
2025/11/14 5:58,监测1,2.76,4.6,4.49,0.68,35.67,362.93,-77.82,正常,较大风险
2025/11/14 5:56,监测1,2.83,4.72,4.61,0.66,35.63,402.44,-77.83,正常,较大风险
2025/11/14 5:54,监测1,2.71,4.52,4.41,0.67,35.31,403.76,-77.85,正常,较大风险
2025/11/14 5:52,监测1,0,0,0,0.54,12.63,94.01,-77.86,正常,一般风险
2025/11/14 5:49,监测1,0,0,0,0.58,16.97,109.79,-77.87,正常,一般风险
2025/11/14 5:47,监测1,0,0,0,0.55,15.31,120.09,-77.88,正常,一般风险
2025/11/14 5:45,监测1,2.7,4.5,4.41,0.67,34.11,389.73,-77.9,正常,较大风险
2025/11/14 5:43,监测1,0,0,0,0.55,14.15,87.68,-77.91,正常,一般风险
2025/11/14 5:40,监测1,0,0,0,0.56,14.43,87.54,-77.92,正常,一般风险
2025/11/14 5:38,监测1,0,0,0,0.55,17.29,125.06,-77.93,正常,一般风险
2025/11/14 5:36,监测1,0,0,0,0.56,18.9,88.61,-77.95,正常,一般风险
2025/11/14 5:33,监测1,2.65,4.42,4.34,0.65,37.91,350.95,-77.96,正常,较大风险
2025/11/14 5:31,监测1,0,0,0,0.55,16.73,79.94,-77.97,正常,一般风险
2025/11/14 5:29,监测1,2.82,4.7,4.62,0.69,38.08,359.61,-77.98,正常,较大风险
2025/11/14 5:27,监测1,0,0,0,0.58,16.61,126.01,-78,正常,一般风险
2025/11/14 5:23,监测1,0,0,0,0.57,18.24,127.06,-78.01,正常,一般风险
2025/11/14 5:21,监测1,0,0,0,0.54,15.65,120.56,-78.02,正常,一般风险
2025/11/14 5:19,监测1,2.77,4.62,4.55,0.66,33.87,425.34,-78.03,正常,较大风险
2025/11/14 5:16,监测1,0,0,0,0.55,14.54,123.9,-78.05,正常,一般风险
2025/11/14 5:14,监测1,2.79,4.65,4.59,0.67,37.43,365.07,-78.06,正常,较大风险
2025/11/14 5:12,监测1,0,0,0,0.55,14.69,85.64,-78.07,正常,一般风险
2025/11/14 5:10,监测1,2.64,4.4,4.35,0.66,34.17,405.59,-78.08,正常,较大风险
2025/11/14 5:07,监测1,2.74,4.57,4.52,0.66,35.63,379.58,-78.1,正常,较大风险
2025/11/14 5:05,监测1,0,0,0,0.55,12.65,94.68,-78.11,正常,一般风险
2025/11/14 5:03,监测1,0,0,0,0.56,14.95,91.39,-78.12,正常,一般风险
2025/11/14 5:01,监测1,0,0,0,0.57,13.49,116.57,-78.13,正常,一般风险
2025/11/14 4:58,监测1,0,0,0,0.57,12.73,124.2,-78.15,正常,一般风险
2025/11/14 4:56,监测1,0,0,0,0.57,16.03,98.46,-78.16,正常,一般风险
2025/11/14 4:54,监测1,0,0,0,0.56,17.5,101.31,-78.17,正常,一般风险
2025/11/14 4:51,监测1,0,0,0,0.55,16.74,99.38,-78.18,正常,一般风险
2025/11/14 4:49,监测1,0,0,0,0.55,15.27,79.8,-78.2,正常,一般风险
2025/11/14 4:47,监测1,0,0,0,0.56,15.45,118.94,-78.21,正常,一般风险
2025/11/14 4:45,监测1,0,0,0,0.55,16.93,78.75,-78.22,正常,一般风险
2025/11/14 4:42,监测1,2.64,4.4,4.39,0.66,36.63,411.11,-78.23,正常,较大风险
2025/11/14 4:40,监测1,0,0,0,0.54,17.05,94.1,-78.25,正常,一般风险
2025/11/14 4:37,监测1,2.79,4.65,4.64,0.69,33.7,352.08,-78.26,正常,较大风险
2025/11/14 4:34,监测1,0,0,0,0.55,17.47,120.48,-78.27,正常,一般风险
2025/11/14 4:32,监测1,0,0,0,0.55,15.52,78.66,-78.28,正常,一般风险
2025/11/14 4:30,监测1,0,0,0,0.56,14.13,83.82,-78.3,正常,一般风险
